category,product_price,product_code,product_id,product_name,unique category
Blackberry (Bell),,BBOLD9900,8951,Bell Blackberry Bold 9900 ,
Iphone (Bell),,BI5S16GBS,22950,Bell Apple iPhone 5S - 16 GB Silver ,
Samsung (Bell),,BGS516B,24229,Bell Samsung Galaxy S5 16GB - Charcoal Black ,
Iphone (Bell),,BI616GBG,25922,Bell Apple 16GB iPhone 6 - Grey ,
Samsung (Bell),,BGS516W,24411,Bell Samsung Galaxy S5 16GB - Shimmery White ,
Iphone (Bell),,BI616GBA,26378,Bell Apple 16 GB iPhone 6 - Gold ,
Samsung (Bell),,BGS516BL,24685,Bell Samsung Galaxy S5 16GB - Electric Blue ,
Iphone (Bell),,BI616GBS,26592,BELL Apple 16GB iPhone 6 - Silver ,
Samsung (Bell),,BACTIVE,25917,Bell Samsung Galaxy S5 Active ,
Iphone (Bell),,BI664GBA,26844,Bell Apple 64 GB iPhone 6 - Gold ,
Samsung (Bell),,BALPHAB,25918,Samsung Ultra Slim Galaxy Alpha- Black ,
Iphone (Bell),,BI6P16GBA,26845,Bell Apple 16GB iPhone 6 Plus - Gold ,
Samsung (Bell),,BALPHAG,25919,Samsung Ultra Slim Galaxy Alpha- Gold ,
Iphone (Bell),,BI6P16GBG,26846,Bell Apple 16GB iPhone 6 Plus - Space Grey ,
Samsung (Bell),,BALPHAW,25920,Samsung Ultra Slim Galaxy Alpha- White ,
Iphone (Bell),,BI664GBG,26909,Bell Apple iPhone 6 - 64 GB - Space Grey ,
Samsung (Bell),,BGS416B,22042,Bell Samsung Galaxy S IV 16GB - Black ,
Iphone (Bell),,BI664GBS,26910,Bell Apple iPhone 6 - 64 GB - Silver ,
Samsung (Bell),,BGALAXYNOTE3B,22945,Bell Samsung Galaxy Note 3 - Black ,
Iphone (Bell),,BI6P16GBS,26912,Bell Apple 16GB iPhone 6 Plus - Silver ,
Samsung (Bell),,BGALAXYNOTE4B,26335,Bell Galaxy Note 4-Black ,
Iphone (Bell),,BI6P64GBA,26920,Bell Apple 64GB iPhone 6 Plus - Gold ,
Samsung (Bell),,BGALAXYNOTE4W,26336,Bell Galaxy Note 4- White ,
Iphone (Bell),,BI6P64GBG,26881,Bell Apple 64GB iPhone 6 Plus - Space Grey ,
Projectors (Data),$317.98,KP500-02,10584,AAXA P4 LED DLP Pico Projector With HDMI * ,
Projectors (Data),$399.00,PJD5132,27342,ViewSonic PJD5132 3000 Lumen DLP Data Projector* ,
Projectors (Data),$449.00,PJD5134,27343,ViewSonic PJD5134 3000 Lumen DLP Data Projector* ,
Scanners,$79.99,457484,24288,IRIScan Express 3 - Portable USB Scanner ,
Projectors (Data),$499.00,MX525,27341,BenQ MX525 3200 Lumen DLP Data Projector* ,
Scanners,$79.99,457488,24291,IRISNotes Express 2 ,
Printers,$88.00,SLM2020W,25814,Samsung Xpress M2020W Wireless Printer ,
Projectors (Data),$649.00,MW665,27340,BenQ MW665 3200 Lumen DLP Data Projector* ,
Scanners,$79.99,457885,24293,IRIScan Mouse & Scanner ,
Printers,$128.00,SLM2070FW,25815,Samsung Multifunction Xpress Printer ,
Scanners,$89.99,458075,24300,IRIScan Mouse Executive 2 ,
Printers,$148.00,SLC410W,22865,Samsung Xpress Colour Laser Printer - Wi-Fi Enabled ,
Scanners,$99.99,457886,24294,IRISPen Express 7 ,
Printers,$149.99,CZ155AB1H,25335,HP Officejet 6600 E-All-In-One Printer ,
Tablets,$55.00,PLT8015K,26842,"Proscan 8"" Tablet - 1.2GHz - 4GB - 512MB DDR3 - Android 4.1 - Refurbished ",
Computer Monitors,$128.00,22M45DB,27216,"LG 21.5"" LED 1080p HD Monitor ",
Scanners,$124.99,457887,24295,IRISPen Executive 7 ,
Printers,$159.99,A9J40AB1H,25944,HP Envy Multifunction Colour Printer ,
Tablets,$99.99,PLT8802G,25826,"Proscan 8"" 8GB Dual Core 1.0GHz Android Tablet - Android 4.2 ",
Computer Monitors,$129.99,VS197DP,25391,"ASUS 18.5"" 1336x768 75Hz 5ms Widescreen LED Backlit Monitor* ",
Gaming Laptops,$548.00,E557151BDUS,26318,"ACER 15.6"" i5-4210U 1.8GHz - Intel HD  - 8GB RAM - 500GB HDD - Win 7 HP ",
Scanners,$99.99,457888,24296,IRIScan Book 3 ,
Printers,$159.99,CE658ABGJ,25334,HP LaserJet Pro Wireless Printer ,
Tablets,$99.99,PLT7109GK,26747,"Proscan 7"" Dual Core 1GHz Tablet - 8GB Flash - 512MB RAM - Android 4.4 KitKat - plus Keyboard & Case ",
Computer Monitors,$129.99,VE198T,25369,"Asus19"" 1440x900 Widescreen LED Backlit Monitor with Speakers* ",
Gaming Laptops,"$1,059.00",GP602PE476US,26314,"MSI Leopard 15.6"" Core i7-4710HQ 2.5-3.4GHz - 1TB - 8GB RAM - nVIDIA GeForce GT840M 2GB - Win8.1* ",
Ultrabooks,"$1,148.00",36986EU,25253,"Lenovo 11.6"" ThinkPad Helix - i5-3337U 1.8 GHz - 4GB RAM - 128GB SSD - Win8 Pro-64-bit* ",
Convertible Laptops,$368.00,T100TADH11T,22867,"Asus Transformer Book IPS 10.1"" Display Atom Z3740 2GB Windows 8.1 With 1 Year ADP - 32GB ",
Scanners,$129.99,457889,24297,IRIScan Book Executive 3 - WiFi ,
Printers,$248.00,SLC460FW,22866,Samsung Xpress Colour Multifunction Printer/Copier/Scaner/Fax With Wi-Fi And NFC ,
Tablets,$109.99,E2171CA,25845,"Hisense 7"" 8G Tablet - Android 4.4 ",
Computer Monitors,$139.99,V22LMHA1,25367,"VIZTA 21.5"" 1920x1080 5ms LED Monitor* ",
Gaming Laptops,"$1,199.00",G551JMDH71CA,26125,"ASUS ROG 15.6"" i7-4710HQ 2.5GHz - 8GB DDR3L - 750GB HDD - nVIDIA GTX 860M 2GB - Win 8.1 64bit* ",
Convertible Laptops,$429.99,SW501219RC,26397,"ACER Aspire Switch 10 - 10.1"" - Z3745F 1.33 GHz - Intel HD - 2GB RAM - 32GB SSD - Win 8.1 ",
Home & Office Laptops,$278.00,V51312803,22885,"Acer Aspire 11.6"" Display Intel Celeron 1007U 1.5GHz 2GB Ram Laptop ",
Cases,$39.99,PGTGTN8010,26137,Phantom Glass Screen Protector - Samsung Galaxy Note 10.1 (GT-N8010) ,
Scanners,$129.99,457489,24292,IRISNotes Executive 2 - iPhone/iPad Compatible! ,
Tablets,$128.00,ME7000C,26675,"ASUS ME7000C 7"" Tablet - Intel Atom Z2520 1.2GHz - 8GB + 1GB RAM - Wi-Fi - with 1 Year ADP Warranty  ",
Computer Monitors,$148.00,LS22D390HS,25530,"Samsung 22"" 1920X1080 5MS Response Time LED Monitor ",
Gaming Laptops,"$1,299.00",GE402PC481US,26312,"MSI 14"" i7-4712MQ 2.3 GHz - 8GB RAM - 750GB HDD - nVIDIA GTX 850M 2GB - Win8.1*  ",
Convertible Laptops,$478.00,F5W73UAABL,25748,"HP Pavilion x2 11-h110ca 11.6"" 2-in-1 Home Notebook PC ",
Home & Office Laptops,$299.00,V51233496,26398,"ACER 11.6"" Notebook - E1-2100 1 GHz - Radeon HD 8210 - 2GB RAM - 320GB HDD - Win 8.1 ",
Desktops,$319.00,K30BDUS002S,26345,ASUS K30BD-US002S - Sempron X4-3850 1.3 GHz - 4 GB - 500 GB HDD - DVD±RW - Windows 8.1* ,
Power Surge Protectors / Line Conditioners,$119.00,TWOCK,25401,Powerbridge TWO-CK Dual Outlet Power And Cable Management Connector Kit ,
Cases,$39.99,PGTGTP5210,26138,Phantom Glass Screen Protector - Samsung Galaxy Tab 3 10.1 (GT-P5210) ,
Scanners,$124.99,457486,24290,IRISCard Anywhere 5 ,
Tablets,$129.99,PLT1077GBTK,26024,"Proscan 10"" Tablet with Bluetooth Keyboard - Dual Core 1.3GHz - 8GB - Android 4.4 ",
Computer Monitors,$149.99,VS208NP,25374,"ASUS 20"" 1600x900 5ms LED Backlit Monitor* ",
Gaming Laptops,"$1,359.00",GE602PE215US,24816,"MSI Apache Pro 15.6"" Core i7-4710HQ 1TB HDD 8GB RAM nVIDIA GeForce GTX 850M* ",
Convertible Laptops,$579.00,59422542,26369,"Lenovo Flex 2 - 15.6"" Touch - i3-4010U 1.7 GHz - 4GB DDR3L - 500GB HDD - Win 8.1* ",
Home & Office Laptops,$328.00,ES1511C0RB,25855,"ACER 15.6"" Notebook - N2930 1.83 GHz - Intel HD - 4GB RAM - 500GB HDD - Win 8.1 ",
Desktops,$325.00,K30AMJUS001S,25885,ASUS K30AM-J-US001S - Celeron J1800 2.41 GHz - 4 GB - 500 GB HDD - DVD±RW - Windows 8.1* ,
All-in-One PC's,$529.99,F3E62AAABL,25946,"HP F3E62AA#ABL All-in-One 18.5"" - E1-2500 1.4 GHz - 4GB DDR3 - 500GB HDD - DVD±RW - Win8.1* ",
Cases,$39.99,PGTIPAD2,26139,Phantom Glass Screen Protector - Apple iPad 2/3/4 ,
Scanners,$139.99,457485,24289,IRIScan Anywhere 3 ,
Tablets,$169.00,SMT230BLACK,24101,"Samsung Galaxy Tab 4 7"" 8GB (Wi-Fi) Tablet - Black ",
Computer Monitors,$154.99,VE208T,25370,"Asus 20"" 1600x900 250Nit 5ms 76Hz LED Backlit Monitor with Speakers* ",
Gaming Laptops,"$1,399.00",GE702PE010US,24818,"MSI Apache Pro 17.3"" Core i7-4710HQ 1TB 12GB RAM HDD nVIDIA GeForce GTX 860M* ",
Convertible Laptops,$598.00,G6S90UAABL,25948,"HP 13.3"" A040CA x360 Convertible - A8-6410 2 GHz - 6GB DDR3L - 500GB HDD - Win8.1 ",
Home & Office Laptops,$429.99,V3111PC0T9,26401,"ACER 11.6"" Touchscreen Notebook - N2930 1.83 GHz - Intel HD 4400 - 4GB RAM - 500GB HDD - Win 8.1 ",
Desktops,$489.00,M32BFUS004O,25904,ASUS M32BF-US004O - A4-5300 3.4 GHz - 4 GB - 1 TB HDD - Radeon HD 7480D - DVD±RW - Windows 7 HP* ,
All-in-One PC's,$648.00,57329759,26743,Lenovo Flex 20 Multi-mode Desktop Computer - i3-4010U 1.7GHz - 4GB RAM - Windows 8.1  ,
Cases,$39.99,PGTIPADAIR,26140,Phantom Glass Apple iPad Air Glass Screen Protector ,
Scanners,$299.99,457893,24298,IRIScan Pro 3 Cloud - Desktop/Portable USB Scanner ,
Tablets,$169.99,E2281CA,25846,HISENSE Sero 8 Tablet - Cortex A9 1.4GHz - 16GB - 1GB RAM - Android 4.4 ,
Computer Monitors,$159.99,V24LMHA1,25368,"VIZTA 24"" 1920x1080 5ms LED Monitor with Speakers* ",
Gaming Laptops,"$1,399.00",59426255,26732,"Lenovo Y50 Touch - 15.6"" - i7-4700HQ 2.4 GHz - 8GB DDR3L - 1TB + 8GB SSHD - Win 8.1* ",
Convertible Laptops,$719.00,TP300LADB51TCA,25336,"ASUS Transformer Book Flip 13.3"" i5-4210U - 6GB DDR3L - 500GB HDD - Win8.1 - Touchsceen ",
Home & Office Laptops,$449.00,E552166QF,24672,"Acer Aspire E-Series 15.6"" AMD A6, 4GB, 500GB ",
Desktops,$509.00,M11ADUS012O,26346,ASUS M11AD-US010O - Pentium G3240 3.1 GHz - 4 GB DDR3 - 1TB HDD - DVD±RW - Windows 7 Home Premium* ,
All-in-One PC's,$898.00,ET2221IUTH03,24908,"ASUS All-In-One Desktop PC with 21.5"" LED Multi-Touch Display - i5-4440S 2.80GHz - 8GB DDR3 - 1TB HD ",
Car Audio Accessories,$4.99,SGBRCAS,6400,Stinger Double Female Splice (2) ,
Cases,$39.99,PGTIPADMINI,26141,Phantom Glass Screen Protector - Apple iPad Mini ,
Tablets,$169.99,SMT110,23218,"Samsung Galaxy Tab 3 Lite 7"" - WiFi ",
Computer Monitors,$159.99,S22D300HY,24173,"Samsung 21.5"" LED LCD Computer Monitor ",
Gaming Laptops,"$1,399.00",G771JMDH71CA,26123,"ASUS ROG 17.3"" i7-4710HQ 2.5GHz - 12GB DDR3L - 750GB HDD - nVIDIA GTX 860M 2GB - Win 8.1 64bit*  ",
Convertible Laptops,$769.00,TP500LADB51TCA,25445,"ASUS Transformer Book 15.6"" HD i5-4210U 1.7GHz with Rotating Touchscreen - Black * ",
Home & Office Laptops,$449.99,J1A75UAABL,25949,"HP 15 G040CA 15.6"" Notebook - E2-6110 1.5 GHz - 4GB DDR3L - 500GB HDD - DVD±RW - Win8.1* ",
Desktops,$539.00,M32BFUS013S,26361,ASUS M32BF-US013S - A6-6400K 3.9 GHz - 4 GB - 2 TB HDD - Radeon HD 8470D - DVD±RW - Windows 8.1* ,
All-in-One PC's,$898.00,ET2221AUTRB006K,22348,"ASUS All-In-One Computer - 21.5"" LED Touch Display - AMD A8-5550M 2.1GHz - 1TB HDD - 4GB RAM - Win 8 ",
Car Audio Accessories,$14.99,SI42YF,10602,Stinger 2ft Y Female ,
Remote Car Starters,$99.99,GS1475,22843,Autostart 1-Way 4 Button Remote Starter With 1200' Range ,
Car Alarms,$199.95,VIPER350PLUS,7260,Viper 350 Plus 1-Way Security System ,
Car Alarm / Remote Starter Combos,$299.99,EXONE1W,26094,Fortin Extreme EXONE 1-way remote starter/bypass ,
Tablets,$179.99,ME176CA1BK,24661,"ASUS MeMo PAD 7"" 16GB With Wi-Fi Tablet - Black ",
Computer Monitors,$178.00,LS24D300HS,26023,"Samsung 24"" 1920X1080 2MS Response Time LED Monitor ",
Gaming Laptops,"$1,459.00",GS602PL061US,26315,"MSI Ghost 15.6"" i7-4710HQ 2.5 GHz - 1TB HDD - 8GB RAM - nVIDIA GT850 3GB - Win 8.1* ",
Convertible Laptops,$869.00,TP500LADB71TCA,25446,"ASUS 15.6"" Transformer Flip Book HD - i7-4510U 2.0GHz) * ",
Home & Office Laptops,$469.00,X553MADH91CA,26160,"ASUS 15.6"" - N3540 2.16GHz - 4 GB - 500GB HDD - Windows 8.1  ",
Desktops,$549.00,M32BFUS004S,25893,ASUS M32BF-US004S - A8-5500 3.2 GHz - 4 GB - 1 TB HDD - Radeon HD 7560D - DVD±RW - Windows 8.1* ,
Car Audio Accessories,$14.99,SI42YM,10696,Stinger 2 Feet Female to Male Y Connection ,
Remote Car Starters,$130.00,AS1774SR,23156,1 way remote starter ,
Car Alarm / Remote Starter Combos,$359.99,EXONE2W,26095,Fortin Extreme EXONE 2-way remote starter/bypass ,
Marine Amplifiers,$299.99,PWD250MRW,23266,"Kenwood Marine 200W 10"" Subwoofer/Amplifier Package ",
Tablets,$199.99,A18301838,26393,"Acer Iconia A1 Tablet - 8"" - Intel Atom Z2560 1.6 GHz - 16GB - Android 4.2 ",
Computer Monitors,$178.00,LS24D390HL,25323,"Samsung LED 23.6"" Monitor - Black With Blue ToC Finish ",
Gaming Laptops,"$1,499.00",G750JMQB71CB,26587,"ASUS 17"" i7-4700HQ 2.4 GHz - 12GB DDR3 - 1TB HDD - nVIDIA GTX860M 2G - Win 8.1 - 2yr/1yr ADP* ",
Home & Office Laptops,$489.00,80G0000VUS,26334,"Lenovo G50 - 15.6"" - N3530 2.16 GHz - 4GB DDR3L - 500GB* ",
Desktops,$569.00,M32ADUS029S,26353,ASUS M32AD-US029S - i3-4160 3.6 GHz - 4 GB DDR3 - 1 TB HDD - DVD±RW - Win 8.1* ,
Remote Car Starters,$139.99,AS1780,20402,Autostart AS-1780 1-Way Remote Starter ,
Car Alarm / Remote Starter Combos,$399.99,VIPER5706V1W,26808,Viper Responder One LC3 2-Way Remote Security Start System ,
Marine Amplifiers,$649.99,HT6,21968,Wet Sounds 900W Full Range 6 Channel Class D Marine Amplifier * ,
Marine Audio,$64.00,BAZNM650PKGWB,26404,"Bazooka Mechless Marine Audio Package with Receiver, 2 speakers and remote - White ",
Marine Speakers,$119.99,KFC1652MRW,23245,"Kenwood 6.5"" 30 Watt 2-Way Marine Speakers ",
Tablets,$219.99,SMT230,24100,"Samsung Galaxy Tab 4 7"" 8GB (Wi-Fi) Tablet - White ",
Computer Monitors,$179.99,VE228H,25371,"Asus 21.5"" 1920x1080 Widescreen LED Backlit Monitor with Speakers - Black* ",
Gaming Laptops,"$1,499.00",GE622QE003US,26955,"MSI Apache 15.6"" - i7-4720HQ 2.6 GHz - 128GB 1TB HDD - 8GB DDR3 - nVIDIA GTX965M 2GB - Win 8.1* ",
Home & Office Laptops,$499.00,X751MADH91CA,25859,"ASUS X751M 17.3"" Notebook - N3540 2.16GHz - 4GB DDR3L - 500GB HDD - DVD-RW - Win 8.1-64bit ",
Desktops,$579.00,M11ADUS004O,25902,ASUS M11AD-US009O - Pentium G3220 3 GHz - 8 GB - 1 TB HDD - DVD±RW - Windows 7 Home Premium*  ,
Car Audio Accessories,$19.99,SI426,24991,Stinger 6 Ft Pro 3 RCA ,
Remote Car Starters,$179.99,VIPER4105V,23158,"Viper 1-Way Remote Start With Range Up To 1,500 Feet ",
Car Alarm / Remote Starter Combos,$399.99,GS6850TW,9223,Autostart 2-Way FM LCD Starter And Alarm ,
Marine Speakers,$179.99,SPSM600,1102,"Alpine 6.5"" 2-Way Marine Speaker ",
GPS Vehicle Tracking Devices,$139.00,LAS-1505,23887,LandAirSea GPS Tracking Key ,
Tablets,$228.00,ME181CA1BK,24668,"ASUS MeMo PAD 8"" 16GB With Wi-Fi Tablet - Black ",
Computer Monitors,$179.99,VS228HP,25375,"ASUS 21.5"" 1920x1080 5ms Widescreen LED Backlit Monitor* ",
Gaming Laptops,"$1,499.00",G751JMDH71CA,26120,"ASUS ROG 17.3"" i7-4710HQ 2.5GHz - 12GB DDR3L - 1TB HDD - nVIDIA GTX 860M 2GB - Win 8.1 64bit * ",
Home & Office Laptops,$548.00,J6U97UAABL,25950,"HP 15 P022CA 15.6"" Notebook - A4-6210 1.8 GHz - 6GB DDR3L - 500GB HDD - DVD±RW - Win8.1* ",
Desktops,$599.00,M11ADUS015S,25889,ASUS M11AD-US015S - i3-4130S 3.4 GHz - 4 GB - 1 TB HDD - DVD±RW* ,
Remote Car Starters,$199.99,AS2371TWFM,20721,Autostart 2-Way FM Remote Starter ,
Car Alarm / Remote Starter Combos,$579.99,VIPER5706V2W,25754,Viper Responder Two LC3 2-Way Remote Security Start System ,
Marine Audio,$159.99,KMRD558BT,23263,Kenwood CD/AUX/USB Bluetooth Marine Receiver ,
Marine Speakers,$249.99,SPRM700,1094,"Alpine 7"" 2-Way Marine Speaker ",
GPS Vehicle Tracking Devices,$189.99,LAS-1507,24230,LandAirSea GPS Tracking Key Pro ,
Marine Audio Head Units,$159.99,KMRD562BT,26775,Kenwood CD/USB Bluetooth Marine Receiver ,
Tablets,$248.00,GTN5110,21615,Samsung Galaxy Note 8.0 1.6 GHz Quad Core 16 GB Tablet - Wi-Fi ,
Computer Monitors,$189.99,VB198TP,25383,"Asus 19"" 1280x1024 250Nit 5ms 76Hz Widescreen LED Monitor with Speakers*  ",
Gaming Laptops,"$1,599.00",GT602PC663US,24827,"MSI Dominator 15.6"" FHD Intel® Core i7-4810MQ 2.8 - 3.8GHz 1T RAM Gaming Laptop* ",
Home & Office Laptops,$549.00,59421807,26367,"Lenovo G50 - 15.6"" - i3-4030U 1.9 GHz - 6GB DDR3L - 500GB - Win 8.1* ",
Desktops,$628.00,M11AAUS001Q,25899,ASUS M11AA-US003Q - i3-3240 2.8 GHz - 4 GB - 500 GB HDD - Intel HD2500 - DVD±RW - Win 7 Pro 64* ,
Remote Car Starters,$229.99,VIPER4204V1W,22811,Viper 4204 Responder LE 2-way Remote Starter ,
Car Alarm / Remote Starter Combos,$649.99,PKG2W9002FMAS,20055,Compustar FM 2-Way Remote Starter and Alarm Combo ,
Marine Speakers,$249.99,SX65M,10912,"Exile 6.5"" Coaxial Speaker ",
GPS Vehicle Tracking Devices,$299.99,LAS-2101,24262,LandAirSea SilverCloud Real-Time GPS Tracking System* ,
Back Up Cameras,$89.99,SV6922LM,24436,Lip Mount CMOS Color Camera - IP67 ,
Dashboard Cameras,$44.00,MLG7017CVR,23505,"Mediasonic Car HD DVR Dashboard Camera With Infrared Night Vision And 2.5"" LCD Display ",
Tablets,$249.00,SMT330,24102,"Samsung Galaxy Tab 4 8"" 16GB (Wi-Fi) Tablet - White ",
Computer Monitors,$189.99,VS229HP,25392,"ASUS 21.5"" 1920x1080 14ms Widescreen LED Backlit Monitor* ",
Gaming Laptops,"$1,799.00",GE622QF056US,26956,"MSI Apache Pro 15.6"" - i7-4720HQ 2.6 GHz - 128GB SSD+1TB HDD - 12GB DDR3 - GTX970M 3GB - Win 8.1* ",
Home & Office Laptops,$549.00,59418211,26729,"Lenovo Flex 2 - 15.6"" Touch - A6-6310 1.8 GHz - 4GB DDR3L - 500GB HDD - Radeon R4 - Win 8.1* ",
Desktops,$638.00,M32BFUS002S,25892,ASUS M32BF-US007S - A8-5500 3.2 GHz - 8 GB - 2 TB HDD - Radeon HD 7560D - DVD±RW - Windows 8.1* ,
Remote Car Starters,$229.99,GS2371TW,22974,Autostart 2-Way FM LED Remote Starter Up to 3000 Feet Range ,
Marine Speakers,$279.99,XS650S,9973,"Wet Sounds 6.5"" Marine Coaxial In-Boat Speakers Silver (Pair) * ",
Marine Audio Head Units,$249.99,DSXMPACK12,24065,"Sony Marine AM/FM/AUX/USB Receiver and 6.5"" Coaxial Speaker Kit (DSX-MS60 and XS-MP1621) ",
Back Up Cameras,$219.99,CMOS220,24435,Kenwood Universal Rear-View Colour Camera ,
Dashboard Cameras,$119.00,AWDCAM,26727,Raptor Dash Camera with 2.5 inch Screen ,
Subwoofer Boxes,$91.95,10SAL,10259,"Atrend Single 10"" Sealed Subwoofer Enclosure ",
Gaming Laptops,"$1,849.00",G751JTDH72CA,26121,"ASUS ROG 17.3"" i7-4710HQ 2.5GHz - 16GB DDR3L - 1TB HDD x2 - nVIDIA GTX 970M 3GB - Win 8.1 64bit * ",
Home & Office Laptops,$549.99,E5721641S,26399,"ACER 17.3"" Aspire E - A6-6310 1.8 GHz - 4GB RAM - 500GB HDD - Win 8.1 ",
Desktops,$638.00,M32ADUS027S,26352,ASUS M32AD-US027S - i5-4460 3.2 GHz - 4 GB DDR3 - 1 TB HDD - DVD±RW - Win 8.1* ,
Remote Car Starters,$269.99,VIPER875XV,22628,Viper 2-Way LCD Remote Starter  ,
Marine Speakers,$319.95,ATV20,10588,Boss Off Road Marine 450W Sound System ,
Marine Audio Head Units,$299.99,MCK637W64,10406,BOSS Marine Radio And Speaker Kit (MR637U and MR60W X4) ,
Dashboard Cameras,$129.99,DVR3800VR,26791,Whistler 1080p HD Dash Cam ,
Subwoofer Boxes,$99.95,10TK,10261,"Atrend Single 10"" Truck Sealed Subwoofer Enclosure ",
Home & Office Laptops,$598.00,V5473G6814,24677,"Acer 14"" Intel I5 8GB i5-4200U Processor 500GB Hard Drive GT740M Graphics Win8 Notebook ",
Desktops,$659.00,M32BFUS012S,26360,ASUS M32BF-US012S - A8-6500 3.5 GHz - 8 GB - 2 TB HDD - Radeon HD 8570D - DVD±RW - Windows 8.1* ,
Remote Car Starters,$279.99,AS2383TWV,20403,AutoStart 2 Way FM LED Remote Starter ,
Marine Speakers,$549.99,SXT65,8753,"Exile 6.5"" Marine Coaxial Tower Speakers - Fixed Mount ",
Marine Audio Head Units,$399.99,BAZCD65PKGW,24388,"Bazooka Package With Marine CD Receiver (BAZCD101) And Four 6.5"" Marine Speakers (MAC6502W) ",
Dashboard Cameras,$129.99,CDR810,24093,Cobra Drive HD - Professional Grade Dash Cam ,
Subwoofer Boxes,$99.95,12SA,10264,"Atrend Single 12"" Sealed Subwoofer Enclosure ",
Car Subwoofers,$48.00,R210,26751,"Phoenix Gold 10"" R2-Series Subwoofer - Single Voice Coil - 4 ohm - 400W/800W ",
12 Inch Car Subwoofers,$58.00,R212,26752,"Phoenix Gold 12"" R2-Series Subwoofer - Single Voice Coil - 4 ohm - 400W/800W ",
Home & Office Laptops,$599.99,V357250T7,24680,"ACER 15.6"" i5-4210U 1.7GHz - Intel HD 4400 - 8GB RAM - 500GB HDD ",
Desktops,$699.00,M11ADUS009O,25903,ASUS M11AD-US009O - i3-4150 3.5 GHz - 8 GB - 2 TB HDD - DVD±RW - Windows 7 Home Premium* ,
Remote Car Starters,$279.99,GS2471,23157,Autostart 2 Way LCD Starter ,
Marine Speakers,$699.99,11KMT60,8391,"Kicker Dual 6.5"" 2-Way Long Range Marine Tower System ",
Marine Audio Head Units,$599.99,CDA118M,6380,Alpine Single DIN (1.8) USB/MP3/CD/iPod Waterproof Marine Receiver ,
Dashboard Cameras,$129.99,BP10,24686,Blaupunkt BP 1.0 Digital Video Recorder Dash Cam ,
Subwoofer Boxes,$119.95,10SQV,10260,"Atrend Single 10""  Vented Subwoofer Enclosure ",
12 Inch Car Subwoofers,$99.99,KFCW12PS,23259,"Kenwood Performance Series 10"" Max 1000 Watt Subwoofer ",
8 Inch Car Subwoofers,$199.99,KFCXW800F,27254,"Kenwood eXcelon 600W 8"" Slim Subwoofer ",
Desktops,$749.00,M32ADUS026S,26351,ASUS M32AD-US026S - i5-4460 3.2 GHz - 8 GB DDR3 - 2 TB HDD - DVD±RW - Win 8.1* ,
Remote Car Starters,$329.99,AS2482TWS,23035,Autostart 2-way FM LCD remote starter ,
Marine Speakers,$699.99,WTE7B,10819,Black Tower Speaker Enclosures ,
Dashboard Cameras,$159.99,DR115,23981,RecordCam Compact Mobile 1080P DVR Dashboard Camera ,
Subwoofer Boxes,$119.95,10TKV,10288,"Atrend Single 10"" Truck Vented Subwoofer Enclosure ",
12 Inch Car Subwoofers,$129.99,TSW304R,21585,"Pioneer Champion Series 12"" 300W Subwoofer ",
8 Inch Car Subwoofers,$299.99,DBA2003,21893,"Hertz Dieci 8"" 140W 4 Ohm Active Sub Box ",
10 Inch Car Subwoofers,$98.00,TCWS1043,26098,"Kicker 10"" Thin Profile 4ohm 300Watt Sub W/Enclosure (Refurbished) ",
6 1/2 Inch Car Speakers,$79.99,TSG1644R,9943,"Pioneer 6 1/2""  2-way Speakers ",
6 X 8 Car Speakers,$79.99,KFCC6865S,23254,Kenwood 6 X 8 Oval Custom Fit 2-Way Speaker System ,
Remote Car Starters,$349.99,PKG2W940SSSVIS,20843,Compustar Slice SS 2-Way LED Starter ,
Dashboard Cameras,$199.99,DR170,23982,"RecordCam Mini Mobile 1080P DVR Dashboard Camera With 1.5"" LCD Display ",
Subwoofer Boxes,$125.95,12SQV,10265,"Atrend Single 12"" Vented Subwoofer Enclosure ",
12 Inch Car Subwoofers,$139.99,KFCW3013PS,23262,"Kenwood 12"" 1200W 4ohm SVC Subwoofer ",
8 Inch Car Subwoofers,$299.99,EBXF205,21897,"Hertz Energy 8"" 400W 4 Ohm Passive Subwoofer Box ",
10 Inch Car Subwoofers,$99.99,TSW254R,10141,"Pioneer 10"" Component 1100 Watts Max Power Subwoofer ",
6 1/2 Inch Car Speakers,$79.99,SXE1725S,10704,"Alpine Type E Custom Fit 2-Way 6.5"" Coaxial Speakers ",
6 X 8 Car Speakers,$99.99,KFCC6895PS,23255,"Kenwood 6X8"" 360 Watt 3-Way Car Speakers ",
6 X 9 Car Speakers,$79.99,KFC6965S,23250,"Kenwood 6X9"" Oval 3-Way Car Speakers ",
5 X 7 Car Speakers,$99.99,KFCC5795PS,23253,"Kenwood 5x7"" Oval 3-Way Car Speakers ",
6 Inch Car Speakers,$99.99,ES60,9509,"Kicker ES-Series 6"" Coaxial Speakers ",
Remote Car Starters,$349.99,VIPER4806V2WP,25751,Viper LED 2-Way Remote Start System With Hot Pink remotes ,
Dashboard Cameras,$199.99,DR110,23980,MobileDVR Dashboard Camera With Video Out For Monitor ,
Subwoofer Boxes,$129.95,10DS,10258,"Atrend Dual 10"" Sealed Subwoofer Enclosure ",
8 Inch Car Subwoofers,$349.99,BTA8250DB,26411,"Bazooka 8"" 250 Watt Class D Amplified Tube ",
